nombre,rubro,direccion,telefono,email,instagram,facebook,lat,lon
Aguilar Bakery,bakery,"General Trias Drive, Rosario",,,,,14.4033282,120.8606723
Computer World,computer,"General Trias Drive, Rosario",,,,,14.4035673,120.8605707
Edwin Samot Hair Design,hairdresser,"General Trias Drive, Rosario",,,,,14.4082142,120.8590985
Fresh Buko Station,fast food,"General Trias Drive, Rosario",,,,,14.4047736,120.8601812
GTG Motorcycle Parts,motorcycle repair,"General Trias Drive, Rosario",,,,,14.4022995,120.8607834
Gawang Kamay T-Shirt Printing,clothes,"General Trias Drive, Rosario",,,,,14.4040524,120.8603897
Jaro Pawnshop,pawnbroker,"General Trias Drive, Rosario",,,,,14.4083983,120.8586684
Lugaw Juan,fast food,"General Trias Drive, Rosario",,,,,14.4051456,120.8600408
Lydia Store,convenience,"General Trias Drive, Rosario",,,,,14.4055495,120.8599141
M Lhuillier,pawnbroker,"General Trias Drive, Rosario",,,,,14.4064505,120.8590616
MCJV Sari Sari Store,convenience,"General Trias Drive, Rosario",,,,,14.4039159,120.8604704
Maricel Bulaluhan,restaurant,"General Trias Drive, Rosario",,,,,14.4054653,120.8599396
Maricris Auto Supply,car repair,"General Trias Drive, General Trias",,,,,14.4012643,120.8613199
Metro ZLE Cellphone Repair,mobile phone,"General Trias Drive, Rosario",,,,,14.4059934,120.8597383
Millenium Torch Enterprises,hardware,"General Trias Drive, Rosario",,,,,14.401765,120.861167
Minute Burger,fast food,"General Trias Drive, Rosario",,,,,14.4077205,120.8589811
Mr. Liempo,fast food,"General Trias Drive, Rosario",,,,,14.4038201,120.8605117
Multi Flash Cellphone,mobile phone,"General Trias Drive, Rosario",,,,,14.4040103,120.8604067
Namia Rewinding,car repair,"General Trias Drive, Rosario",,,,,14.401591,120.8612194
New Tech Trading,hardware,"General Trias Drive, Rosario",,,,,14.4056521,120.8598454
Nights,bar,"General Trias Drive, Rosario",,,,,14.4045633,120.8602732
Pamela Pasco Hair Couture,hairdresser,"General Trias Drive, Rosario",,,,,14.4084779,120.8586553
Santol Furniture Mart,furniture,"General Trias Drive, Rosario",,,,,14.4013011,120.8613129
Sapino Furniture,furniture,"General Trias Drive, Rosario",,,,,14.4017447,120.8609576
TV Surplus,electronics,"General Trias Drive, Rosario",,,,,14.4053857,120.8599683
Tres Bonitos,bar,"General Trias Drive, Rosario",,,,,14.4045785,120.8600801
Unlimited Fashion,clothes,"General Trias Drive, Rosario",,,,,14.4050529,120.8600788
SM Appliance Center,appliance,"General Trias Drive, Rosario",,,,,14.4096882,120.8574532
Angel's Burger,fast food,"General Trias Drive, Rosario",,,,,14.4080115,120.8591766
Don Ferro,restaurant,,,,,,-32.9343783,-60.643486
Flora,restaurant,,,,,,-32.9345742,-60.6426679
Mapu Rosario,bar,"Avenida Eudoro Carrasco 3610, Rosario",,,,,-32.8809401,-60.6870579
Shell,fuel,,,,,,-32.9403854,-60.6655418
Sr. Ming,bar,,,,,,-32.9497721,-60.6258027
Quita Pena,bar,,,,,,-32.9371363,-60.639506
LongBoard,bar,,,,,,-32.8894946,-60.6871878
Escauriza parrilla restaurante,restaurant,,,,,,-32.8806292,-60.6880186
Queens Bar,bar,,,,,,-32.9457546,-60.6493964
Club de Pizzas,bar,,,,,,-32.9570015,-60.6435643
Jumborger,fast food,"General Trias Drive, Rosario",,,,,14.4080567,120.8591626
Almacén de Pizzas,restaurant,,,,,,-32.9331075,-60.6519112
Puma,fuel,"Avenida Doctor Carlos Colombres 1552, Rosario",,,,,-32.8978003,-60.6838288
10 express,laundry,,,,,,-32.9571656,-60.6425534
Andok's,fast food,"General Trias Drive, Rosario",,,,,14.4164359,120.8547514
NexoTec,computer,"Entre Ríos 2914, Rosario",,,,NexoTec,-32.9708122,-60.6473288
Ralo's Cassava Cake,pastry,"MacArthur Highway, Rosario",,,,,16.2197424,120.5034122
Treats,convenience,"MacArthur Highway, Rosario",,,,,16.2203127,120.5033893
Bonacci,pharmacy,Avenida Pedro de Castro Barros 5207,+54 341 463-4425,,,,-32.9973038,-60.6298599
Carrefour,supermarket,Avenida Eva Perón,,,,,-32.9341288,-60.7018222
Bar Berlin,bar,,,,,,-32.9411331,-60.6374851
Web Design Philippines,oficina: it,"Ortigas Avenue Extension 39, Pasig",+632 641 7518,,,,14.5908587,121.0864251
Jollibee,fast food,"Gualberto Avenue, Rosario",,,,,13.8448764,121.2023551
El Molino,bar,,,,,,-32.9409275,-60.6412895
La Gallega,supermarket,"Catamarca, Rosario",,,,,-32.9395307,-60.6420044
Los Tres Marinos,restaurant,Rosario,,,,,-32.9490528,-60.6264161
Lo mejor del centro,restaurant,"Santa Fe 1166, Rosario",,,,,-32.9448899,-60.6387599
Santa Marta,cafe,"Avenida Mendoza, Rosario",,,,,-32.9398739,-60.7052126
La Esquina del Bazar,supermarket,,,,,,-32.9408904,-60.729596
Farmacía French,pharmacy,"Mendoza, Rosario",,,,,-32.9496569,-60.6507474
Bajo Cero,ice cream,,,,,,-32.9427695,-60.6798337
Roma,bar,,,,,,-32.9440885,-60.6806611
Wilfredo,bar,,,,,,-32.9464857,-60.6670121
Dale Gas,yes,,,,,,-32.9482531,-60.6896889
La Luz,kiosk,,,,,,-32.9082963,-60.7370772
Tu media Naranja,greengrocer,,,,,,-32.9083637,-60.7370869
Pulpería Chacón Hidalgo,convenience,Rosario,,,,,9.7934638,-84.085549
Pulpería Castro,convenience,,,,,,9.7930785,-84.0858716
Cubells,pharmacy,,,,,,-32.9282914,-60.7383499
Fruticord,convenience,,,,,,-32.9283257,-60.7380186
Sanatorio Centro,clinic,,,,,,-32.9280726,-60.7387281
CDR-King,computer,"General Trias Drive, Rosario",,,,,14.40555,120.8597044
Andok's,fast food,,,,,,13.8449516,121.2026447
Mercury Drug,pharmacy,G. Carandang Street,,,,,13.8447103,121.2024253
Southstar Drug,pharmacy,G. Carandang Street,,,,,13.8447028,121.2026383
Gasolinahan sa Nayon,fuel,,,,,,13.8432431,121.2399679
HPB Fuels,fuel,,,,,,13.8321263,121.2528164
Antártida,pub,Avenida Eva Perón 7918,,,,,-32.9293405,-60.7322816
YPF,fuel,"Bulevar Nicolás Avellaneda, Rosario",,,,,-32.9390096,-60.6788675
ONAS,fuel,,,,,,-32.8712894,-60.7000004
Axion,fuel,,,,,,-32.8715902,-60.7003572
La Esquina,bar,,,,,,-32.9506589,-60.6451425
Molinari Hogar,electronics,,,,,,-32.9460041,-60.6710277
Rex,supermarket,,,,,,-32.9482978,-60.6596761
Samsara,bar,"Francisco Narciso Laprida 1301, Rosario",+54 341 421-7955,,,baryrestosamsara,-32.9535826,-60.6356085
Badía,pharmacy,,,,,,-32.9306263,-60.7271814
Alfamart,convenience,"General Trias Drive, Rosario",,,,,14.4035765,120.8609804
7-Eleven,convenience,"General Trias Drive, Rosario",,,,,14.4034601,120.8606061
Dexter Pizza,fast food,"General Trias Drive, Rosario",,,,,14.4051998,120.8590958
La Bella Napoli,restaurant,,,,,,-32.9355524,-60.6709385
Pancho al paso,fast food,"San Luis, Rosario",,,,,-32.9483271,-60.6423118
YPF,fuel,Rosario,,,,,-32.9354337,-60.6581155
Almacén Martín,convenience,,,,,,-32.9139713,-60.6764773
Porcel,pharmacy,"Ayolas 396, Rosario",+54 341 795-6945,,,,-32.9785284,-60.6358064
San Jorge,pharmacy,"Avenida Carlos Pellegrini 809, Rosario",+54 341 481-7191,,,,-32.9581485,-60.6371666
Red Farma Shop,pharmacy,"Primero de Mayo 1698, Rosario",+54 341 448-2387,,,,-32.9585526,-60.6325296
Urban Generation,department store,"General Trias Drive 841 A-1, Rosario",,,,,14.4156917,120.8553839
Bi-Maq,bicycle,"José de San Martín 1508, Rosario",+54 341 440-0710,,,,-32.9554934,-60.6391834
Bicicletas Bengoa,bicycle,"Entre Ríos 1578, Rosario",+54 341 440-2705,,,,-32.9553284,-60.6436255
Guillen,bicycle,"Italia 1109, Rosario",+54 341 421-7307,,,,-32.9486057,-60.6484776
Indian Tradle,bicycle,"Mendoza 690, Rosario",+54 341 210-0693,,,,-32.9523013,-60.633674
Rippio,bicycle,"Entre Ríos 1219, Rosario",+54 341 448-0944,,,,-32.9512776,-60.6415406
Speedway Bike Center,bicycle,"Presidente Roca 1269, Rosario",+54 341 426-8415,,,,-32.9505696,-60.6462329
Banahaw Heals Spa,massage,"Rosario Avenue, San Pedro",,,,,14.3362803,121.0479685
Rest y Pizzeria El Mirador,restaurant,,,,,,9.7906029,-84.0875258
Mang Inasal,fast food,"Ortigas Avenue Extension, Pasig",,,,,14.5901509,121.0949122
7-Eleven,convenience,"Ortigas Avenue Extension, Pasig",,,,,14.5901048,121.0950393
Southstar Drug,pharmacy,"Ortigas Avenue Extension, Pasig",,,,,14.5902617,121.0943243
Vitalcer,health food,"Corrientes, Rosario",,,,,-32.9459795,-60.6423203
El Emporio de la Zapatillas,shoes,,,,,,-32.9481175,-60.6416045
Gordon Café,coffee,,,,,,-32.9460642,-60.6423417
Estación de Café,cafe,"Paraguay, Rosario",,,,,-32.9460778,-60.6438031
Play-on,clothes,,,,,,-32.9473637,-60.6426217
Super Nova,supermarket,,,,,,-32.9867853,-60.6456253
Magna GNC,fuel,,,,,,-32.9195734,-60.7133985
Puma Energy,fuel,"Avenida Ovidio Lagos, Rosario",,,,,-32.9789934,-60.6699418
YPF,fuel,Avenida Ovidio Lagos,,,,,-32.9950651,-60.673978
Puregold,supermarket,,,,,,14.5907826,121.0869984
Marrochino,restaurant,"Jujuy, Rosario",,,,,-32.9361872,-60.6482994
Bon Café,restaurant,"Corrientes 900, Rosario",,,,,-32.9469204,-60.6427446
Mirian,books,"Jujuy, Rosario",,,,,-32.9361331,-60.6486836
Bokata,cafe,,,,,,-32.9364156,-60.6473465
Sable Paris,cafe,"Jujuy, Rosario",,,,,-32.9361692,-60.6483745
Distinción,bakery,,,,,,-32.9373994,-60.6472714
A Buen Gusto,cheese,"Salta, Rosario",,,,,-32.9373414,-60.6487648
Pizza Pizza,fast food,,,,,,-32.9358382,-60.648929
Rondinella,bicycle,"Santiago 816, Rosario",,,,,-32.9435379,-60.6562265
Noguera,pharmacy,"Avenida Abanderado Grandoli 3697, Rosario",+54 341 464-0386,,,,-32.9834239,-60.6278869
Pieristei,pharmacy,"Sarmiento 3207, Rosario",+54 341 482-4482,,,,-32.9746079,-60.6453884
González Calvo,pharmacy,"Bulevar 27 de Febrero 1499, Rosario",+54 341 482-0614,,,,-32.966816,-60.6489907
Gomeria Los Gringos,car repair,"José Gálvez 1017, Rosario",+54 341 423-0232,,,,-32.9690682,-60.6425197
Nuñez,pharmacy,"Avenida Francia 1717, Rosario",+54 341 432-4956,,,,-32.9529133,-60.668134
Caprioglio,pharmacy,"Avenida Francia 2581, Rosario",+54 341 431-5715,,,,-32.9623942,-60.6705467
Ovidio Lagos,pharmacy,"Avenida Ovidio Lagos 1399, Rosario",+54 341 449-8660,,,,-32.9496068,-60.6631704
La Internacional,pharmacy,"San Juan 3014, Rosario",+54 341 437-3770,,,,-32.9453357,-60.6653103
Red Ribbon,bakery,,,,,,14.5902863,121.094401
Greenwich,fast food,,,,,,14.5902539,121.0943939
Jollibee,fast food,,,,,,14.5901739,121.0950469
Eng Bee Tin,fast food,President Quezon Street,,,,,14.5902205,121.0950504
Otto,shoes,,,,,,14.5902736,121.0942811
Creamy Helados,ice cream,"Francisco Narciso Laprida 1198, Rosario",,,creamyhelados.ros,,-32.9521086,-60.6354092
Fulano,restaurant,"Avenida Alberdi 699, Rosario",,,,,-32.9194495,-60.6825206
Alberdi,pharmacy,"Avenida Alberdi 669, Rosario",,,,,-32.9198552,-60.6822282
Avenida,pharmacy,"Avenida Alberdi 1098, Rosario",,,,,-32.9153364,-60.6852504
Lotto Outlet,lottery,,,,,,14.5891688,121.1032385
Puerto Gaboto,restaurant,"Avenida Carlos Pellegrini 584, Rosario",+54 341 447-1024,,,,-32.9583452,-60.6336055
Capote,cafe,"Juan Manuel de Rosas 1800, Rosario",,,,,-32.9598071,-60.6341956
Estac|ión Pellegrini,cafe,,,,,,-32.9586893,-60.6341972
Su Super,supermarket,"Avenida Carlos Pellegrini 623, Rosario",,,,,-32.9586218,-60.634511
Via Apia,restaurant,"Avenida Carlos Pellegrini 961, Rosario",,,,,-32.9578994,-60.6386818
Don Leo,restaurant,"Avenida Carlos Pellegrini, Rosario",,,,,-32.9578724,-60.6389151
Kuhstall,pub,"Avenida Carlos Pellegrini 998, Rosario",,,,,-32.9573683,-60.6391882
La Baguette,bakery,,,,,,-32.9580603,-60.6355061
Menggano,bar,,,,,,-32.9583314,-60.633776
Briilante,supermarket,"Avenida Carlos Pellegrini 548, Rosario",,,,,-32.958462,-60.6330464
Café Rojo Concert,cafe,,,,,,-32.9653829,-60.6284406
Buffet Facultad de Arquitectura,fast food,,,,,,-32.9688102,-60.6230503
Buffet de la Facultad de Psicología,fast food,,,,,,-32.9663006,-60.6230005
Helga,restaurant,,,,,,-32.9564415,-60.6446304
Mazzara,pharmacy,,,,,,-32.9620034,-60.6736758
Cerrajeria automotor,locksmith,,,,,,-32.9628026,-60.6692869
Cerrajeria particular 24hs,locksmith,,,,,,-32.963393,-60.6713601
Los hermanos,butcher,,,,,,-32.9594365,-60.6697953
Wally,convenience,"Avenida Francia, Rosario",,,,,-32.9595252,-60.6698115
Vivencias,clothes,,,,,,-32.9596071,-60.6698278
Linage,clothes,,,,,,-32.9588872,-60.6728124
Chaperia y pintura,car repair,,,,,,-32.9597796,-60.6729847
Punto Cero,hardware,,,,,,-32.9337099,-60.6877683
Punta Rosario,shoes,,,,,,-32.9491176,-60.6375138
Farma Shop,pharmacy,"Córdoba, Rosario",+54 341 430-7795,,,,-32.9419027,-60.6641092
El Delfin Blanco,supermarket,"Leandro N. Alem 3165, Rosario",+54 341 485-6185,,,,-32.9758595,-60.635076
La Tranquera,furniture,Avenida Ovidio Lagos,,,,,-33.0041124,-60.6765012
Restarurante y Cafetería,restaurant,Avenida Ovidio Lagos,,,,,-33.0047416,-60.676572
Santa Lucía,bakery,Avenida Ovidio Lagos,,,,,-33.0036586,-60.6756684
Grupo ganadero,butcher,Avenida Ovidio Lagos,,,,,-32.9970842,-60.6742441
El 10,seafood,,,,,,-32.885138,-60.6880052
El Gringo,seafood,,,,,,-32.8852793,-60.6880044
El Peluca,seafood,,,,,,-32.8845359,-60.6881402
Gran Paraná,seafood,,,,,,-32.8850335,-60.6880322
Mercedes,seafood,,,,,,-32.885101,-60.6880148
Dirección Control de Vectores,oficina: government,"Pablo Ricchieri 1675, Rosario",,,,,-32.952288,-60.665255
Chabrando,pharmacy,"Entre Ríos 1129, Rosario",,,,,-32.9500842,-60.6418379
Los Dos Soles,greengrocer,"San Nicolás 1998, Rosario",,,,,-32.9545302,-60.6760497
Sunderland Bar,bar,"Avenida Manuel Belgrano 2010, Rosario",+54 341 482-3663,,,underlandBar,-32.9646314,-60.6218212
GiFrut,greengrocer,"Ambato, Rosario",,,,,-32.9203244,-60.7555238
AldeaMarket,supermarket,"Ambato, Rosario",,,,,-32.920019,-60.75559
Coco Clothes,clothes,Álvarez Condarco,,,coco.clothes.1,,-32.9200048,-60.7558354
Fisherton CarWash,car wash,Avenida Alberto J. Paz,+54 341 459-6976; +54 9 341 664-6658,,,,-32.9202092,-60.7776704
Shell,fuel,"Bulevar General José Rondeau, Rosario",,,,,-32.888275,-60.693955
YPF,fuel,"Avenida Génova, Rosario",,,,,-32.91504,-60.68541
Farmashop,pharmacy,Avenida Manuel Arijón 2199,+54 341 465-2960,,,,-33.0036638,-60.6646182
Farmashop,pharmacy,"Avenida Ovidio Lagos 4601, Rosario",+54 341 463-8292,,,,-32.991665,-60.6731994
Farmashop,pharmacy,"Bulevar Juan Francisco Seguí 5203, Rosario",+54 341 431-4706,,,,-32.9707255,-60.6937085
Pedro F. González,pharmacy,"Leandro N. Alem 2402, Rosario",+54 341 485-5220,,,,-32.9672012,-60.6331907
Empresa Provincial de la Energía de Santa Fe,oficina: energy supplier,"Avenida Mendoza, Rosario",,,,,-32.9399699,-60.7090076
Braseria Los Leños,restaurant,"Mendoza, Rosario",,,,,-32.9472536,-60.6629164
Office Amoblamientos,furniture,"Mendoza, Rosario",,,,,-32.9472094,-60.6631515
Zacks,variety store,,,,,,-32.9247807,-60.6650807
Mision S.A.,oficina: company,"Madres Plaza 25 de Mayo 3020, Rosario",,,,,-32.9266155,-60.6608093
La Rosarina,bakery,"Mendoza, Rosario",+54 341 679-1341,,,,-32.9474647,-60.662965
Aguas Santafesinas,oficina: company,"San Lorenzo, Rosario",,,,,-32.9449556,-60.6354822
Bombonera Royal,confectionery,"Peatonal Córdoba 1342, Rosario",,,,,-32.9457143,-60.6415566
LeUtthe,clothes,"Peatonal Córdoba, Rosario",,,,,-32.946253,-60.6387489
Galería Sudamérica,mall,,,,,,-32.9464719,-60.6375813
Blast,clothes,Peatonal Córdoba,,,,,-32.9459416,-60.6403964
Sandwich Mamma Mia,fast food,,,,,,-32.9397854,-60.7060303
Solo Empanadas,fast food,,,,,,-32.943275,-60.6430534
Reutemann,car,"San Juan, Rosario",,,,,-32.9493223,-60.6445656
Asociación Española de Socorros Mutuos,clinic,,,,,,-32.9447319,-60.6405488
Crisol E.E.T 472,oficina: educational institution,Magnano 6365,,,,,-33.0109842,-60.6389423
Selfie Laundromat,laundry,,,,,,14.5883428,121.0886807
Southstar Drug,pharmacy,,,,,,14.5880558,121.0886484
Centro de Salud Doctor Esteban Maradona,clinic,"Cochabamba 5103, Rosario",+54 341 480-7847,,,,-32.9494341,-60.6935919
Centro de Salud El Mangrullo,clinic,"El Mangrullo 5150, Rosario",+54 341 480-9773,,,,-32.9984418,-60.6150044
La Cusi,seafood,El Mangrullo,,,,,-32.9994529,-60.6154232
Dar,supermarket,,,,,,-32.8889018,-60.7246058
Fohlen,restaurant,"Mariano Moreno 1731, Rosario",,,,,-32.9553163,-60.653225
De Buen Humor,ice cream,,,,,,-32.955458,-60.6524228
7-Eleven,convenience,MacArthur Highway,,,,,16.2271341,120.4888418
Jumbo,supermarket,,,,,,-32.9111985,-60.6833536
Easy,doityourself,,,,,,-32.9110569,-60.6837091
La Gallega,supermarket,"Avenida Alberdi, Rosario",,,,,-32.9225577,-60.6800895
Audio Electrónica Salta,electronics,"Almirante Brown 1763, Rosario",,,,,-32.935606,-60.6448303
Seriar,furniture,"Presidente Roca 3969, Rosario",,,,,-32.9820117,-60.6542361
Bonafide,cafe,,,,,,-32.944222,-60.651198
Centro de Salud Doctor Salvador Mazza,clinic,Floduardo Grandoli 3498,+54 341 480-6636,,,,-32.887321,-60.7330362
7-Eleven,convenience,"Rosario Avenue, San Pedro",,,,,14.3350391,121.0479802
Consultorios de Especialidades Odontológicas de Rosario,doctors,,,,,,-32.9482539,-60.6586048
Fadepa,paint,,,,,,-32.9419501,-60.6940368
FarmaVital,pharmacy,"Mendoza 2595, Rosario",+54 341 425-8630,,,,-32.9480293,-60.6598856
Florencia,bakery,,,,,,-32.9487452,-60.6558167
Oliveri,car,,,,,,-32.9452079,-60.6675674
Pascal Computadoras,computer,,,,,,-32.9442322,-60.6664986
Sala,pharmacy,,,,,,-32.9424145,-60.6914766
Fernández Cassinni,pharmacy,,,,,,-32.9436936,-60.6843942
Rosario Motors,car,,,,,,-32.9456193,-60.6734816
Neumáticos Verona,car repair,,,,,,-32.9492628,-60.6434516
Los Monse,restaurant,"Córdoba 8496, Rosario",+54 341 622-5632,,,losmonse,-32.9266773,-60.7471847
La Empanadería,fast food,,,,,,-32.9295674,-60.7304974
La Flor de Fisherton,bakery,,,,,,-32.9293958,-60.7320008
La Pecera,bar,,,,,,-32.9398321,-60.6663993
Valquiria,restaurant,,,,,,-32.9412227,-60.6585337
Trinidad,ice cream,,,,,,-32.9297903,-60.7294299
Ángela,kiosk,,,,,,-32.9376855,-60.678541
Pipona,cafe,"Constitución 1220, Rosario",,,,,-32.9453548,-60.6751681
Beijing,restaurant,,,,,,-32.9387814,-60.6724758
Gray's Papaya,fast food,,,,,,-32.9388276,-60.6721432
Nueva Estación,bar,,,,,,-32.9390538,-60.6709135
Pancho Súper,fast food,,,,,,-32.93893,-60.6715961
Pizza Piazza,restaurant,,,,,,-32.9390752,-60.6707552
Tento,ice cream,,,,,,-32.9388276,-60.6720909
Terminal Once,convenience,,,,,,-32.939011,-60.6711495
TodoAdri's,gift,,,,,,-32.9386436,-60.6732637
Bici Kaiser 2,bicycle,"Avenida Alberdi 229 bis, Rosario",+54 341 435-1289,,,,-32.9260733,-60.6772891
Castagno,bicycle,"Justo José de Urquiza 2701, Rosario",+54 341 435-3451,,,,-32.9391814,-60.6595274
Mula Bikes,bicycle,"Avenida Francia 420, Rosario",+54 341 300-5968; +54 341 214-9408,,,,-32.9373085,-60.6647817
Bike House 2,bicycle,"San Juan 1078, Rosario",+54 341 424-5280,,,,-32.9507994,-60.6369828
Gomería Centro,bicycle,"Catamarca 1650, Rosario",+54 341 561-1943,,,,-32.9390407,-60.644297
Confitería & Panadería Santa Lucía,bakery,Avenida Manuel Arijón 1628,+54 341 463-1821,,,ConfiteriaPanaderiaSantaLucia,-33.0031294,-60.6567514
Franz,pharmacy,"Avenida Mendoza, Rosario",,,,,-32.9400665,-60.7024624
Pañalera San Juan,baby goods,"San Juan, Rosario",,,,,-32.9460434,-60.6615828
Aldana,bakery,"San Juan, Rosario",,,,,-32.9483476,-60.6486486
Grido,ice cream,,,,,,-32.9461337,-60.6622542
Santa María,seafood,,,,,,-32.9438917,-60.6735076
Camila,supermarket,"Avenida Mendoza, Rosario",,,,,-32.9403419,-60.7099369
FreeShop,ice cream,,,,,,-32.9473564,-60.6554907
IlPosto,vacant,,,,,,-32.9483518,-60.6500325
Interiores San Juan,interior decoration,,,,,,-32.9448585,-60.6693913
Pesado,pharmacy,"San Juan, Rosario",,,,,-32.9487446,-60.6476547
Smart,ice cream,,,,,,-32.940562,-60.7171333
Ferretería JGB,hardware,,,,,,-32.9416894,-60.6870449
Casa Triulzi,doityourself,"3 de Febrero 1798, Rosario",+54 341 424-6659,,,,-32.9509079,-60.6492403
AMCO Gas Station,fuel,,,,,,13.8434204,121.2834365
Motorcentral,motorcycle,,,,,,13.8445089,121.2013213
MR.DIY,doityourself,,,,,,13.8446075,121.199545
Villarica,pawnbroker,,,,,,13.8447054,121.2023513
Centro Médico Grandoli,clinic,,,,,,-32.9916305,-60.6287881
Centro de Salud Rubén Naranjo,clinic,Sánchez de Thomson 9 bis,+54 341 480-9190,,,,-32.9926946,-60.6289464
Autoservicio Junior,convenience,,,,,,-32.9404713,-60.7273076
Belgrano Muebles,furniture,,,,,,-32.9401034,-60.7142552
Belgrano,pharmacy,,,,,,-32.9401627,-60.7160034
El Aljibe,florist,,,,,,-32.9403031,-60.7212558
El Tucán,paint,,,,,,-32.9402159,-60.7182973
Tierra Nueva,convenience,,,,,,-32.9402807,-60.7327075
RPM,car repair,,,,,,-32.9404222,-60.7237524
Babilonia,bar,,,,,,-32.9438034,-60.6819145
Borsalino,clothes,,,,,,-32.9448765,-60.6761592
El Emporio de la Zapatilla,shoes,,,,,,-32.9446152,-60.6775197
Foto Elite,photo,,,,,,-32.9446974,-60.6770481
Musimundo,electronics,,,,,,-32.9447858,-60.6765406
Nuevo Mundo,sports,,,,,,-32.9447273,-60.6768764
Revolution,bar,,,,,,-32.9398933,-60.7063359
Ferretería Wilde,hardware,"Bulevar Wilde, Rosario",,,,,-32.9338819,-60.7385088
Rosario Neumáticos,tyres,,,,,,-32.9342483,-60.7045161
Mercury Drug,pharmacy,"Ortigas Avenue Extension, Pasig",+63 2 642 2776,,,,14.5909564,121.0868365
Las Vegas,kiosk,"Rioja, Rosario",,,,,-32.9446675,-60.6556036
Fisherton Rodados,car,,,,,,-32.9404095,-60.7345869
La Vid es Bella,wine,,,,,,-32.9481699,-60.6588901
Luz Producciones,copyshop,"Mendoza, Rosario",,,,,-32.9472333,-60.6630263
Farmacia Red Parola,pharmacy,Avenida Mendoza,,,,,-32.940373,-60.7110381
San Cayetano 2,bakery,,,,,,-32.9403504,-60.7105224
José Luis Dicho,hairdresser,"Mendoza, Rosario",,,,,-32.9439149,-60.6828957
El Gran Chopp,bar,,,,,,-32.9478027,-60.6612791
500 Millas,motorcycle,,,,,,-32.9417212,-60.6951369
Cortinería Confort,curtain,"San Luis 1415, Rosario",+54 341 426-0231,,,,-32.9483434,-60.643276
La Esquina de los Muebles,furniture,,,,,,-32.9433414,-60.6860307
Ruffa,hairdresser,"Mendoza, Rosario",,,,,-32.9439237,-60.6828482
Río,ice cream,,,,,,-32.9453584,-60.6748913
Trasatlántica,travel agency,,,,,,-32.9462508,-60.6696865
Roatta,pharmacy,,,,,,-32.9462261,-60.6698255
Super Durval,fast food,,,,,,-32.949441,-60.6417356
Justino,restaurant,,,,,,-32.9317284,-60.6575323
