nombre,rubro,direccion,telefono,email,instagram,facebook,lat,lon
Dinosaurio,supermarket,,,,,,-31.3675422,-64.2186006
Disco,supermarket,Ingeniero Olmos 33,+54 352 542-4206,,,,-30.9803706,-64.0959322
Rigoletto Café del Teatro,cafe,,,,,,-32.4147624,-63.2419063
Estación de Servicio Vélez Sarsfield,fuel,Boulevard Vélez Sarsfield 1108,+54 353 452 2540,,,,-32.4044952,-63.2490942
Cetrogar,electronics,,,,,,-32.4120098,-63.2426135
Telecom S.A.,oficina: telecommunication,José Ingenieros 151,,,,,-32.4089463,-63.2439451
EPEC,oficina: government,25 de Mayo 7,,,,,-32.4098716,-63.2409787
YPF,fuel,"Avenida Ciudad de Valparaíso 2812, Córdoba",+54 351 461 7222,,,,-31.4441449,-64.186919
Supermercados Top,supermarket,Tucumán 1331,,,,,-32.4131834,-63.2376255
Alto de Los Gigantes,restaurant,,,,,,-31.3950386,-64.7487737
Axion,fuel,Avenida Monseñor Pablo Cabrera,,,,,-31.3765172,-64.2064714
Farmaservis,pharmacy,Bulevar Los Granaderos,,,,,-31.3801072,-64.2018618
Zárate,pharmacy,,,,,,-31.3757494,-64.2064792
Lave-Rap,laundry,,,,,,-31.3781539,-64.2068279
Don Paco,butcher,,,,,,-31.3902157,-64.2049447
Shell,fuel,"Bulevar Los Granaderos, Córdoba",,,,,-31.3826928,-64.1985816
Farmacias ECONOMED,pharmacy,Bulevar Los Granaderos,,,,,-31.3823077,-64.1991835
Embragues Córdoba,car repair,,,,,,-31.4056268,-64.1891843
Farmacity,pharmacy,,,,,,-31.4004094,-64.1973704
Al Estilo Criollo,restaurant,,,,,,-33.1176209,-64.3498635
Atomo,supermarket,,,,,,-33.1084156,-64.3400359
Bio-Imagenes Del Sud,clinic,,,,,,-33.1286503,-64.3520982
Puma,fuel,"Ruta Nacional 7 Libertador General San Martín, Vicuña Mackenna",,,,,-33.9296191,-64.4046585
Comedor El Camionero,restaurant,,,,,,-33.9302015,-64.4035506
ComedorReykos,restaurant,,,,,,-33.929193,-64.3943453
Comedor LaTerminal,restaurant,,,,,,-33.9172272,-64.3908125
Delicatesen,supermarket,,,,,,-33.1289649,-64.3511172
Junior B,restaurant,,,,,,-33.1238437,-64.3506789
DistribuidoraPi,supermarket,,,,,,-33.1173205,-64.3739176
El Viejo Almacén,restaurant,,,,,,-33.1257963,-64.3524384
Galeria Del Cine,supermarket,,,,,,-33.1243188,-64.3493136
Nogales,fuel,,,,,,-33.1596945,-64.3687458
Pompeya,restaurant,,,,,,-33.1163291,-64.347675
LaRuralRestaura,restaurant,,,,,,-33.1594419,-64.3581676
Musimundo,supermarket,,,,,,-33.1240329,-64.3473449
A mi gusto,restaurant,"Rivadavia 345, Río Cuarto",,,,,-33.1260379,-64.3453483
PizzeriaRoma,restaurant,,,,,,-33.1286929,-64.3488108
Restaurant DelJo,restaurant,Constitución 1000,,,,,-33.1262474,-64.3504389
RestobarSabores,restaurant,,,,,,-33.9123702,-64.3890667
pilca,pub,,,,,,-33.1227791,-64.3501129
SuperVea,supermarket,,,,,,-33.1094027,-64.3419027
Supermercado Grassano,supermarket,,,,,,-33.1364272,-64.3454686
SuspenSur,car repair,,,,,,-33.1510091,-64.3582749
YPF,fuel,"Avenida Carlos S. Yde, Vicuña Mackenna",+54 3583 42 3374,,,,-33.9247434,-64.3924519
Gulf,fuel,Avenida Leandro N. Alem,,,,,-32.4109648,-63.245327
Gulf,fuel,"Avenida Leandro N. Alem 999, Villa María",,,,,-32.4025493,-63.2530965
Farmacia FarmaShop,pharmacy,"Comercio 1399, Villa Nueva",+54 353 491 0820,,,,-32.4365929,-63.2515011
Teobald,pharmacy,,,,,,-32.4326706,-63.2503295
Grido,ice cream,"Catamarca 1499, Villa María",+54 353 452 9043,,,,-32.4063582,-63.2409579
Parrilla Lupo,restaurant,Bulevar España 554,,,,,-32.4029732,-63.2434845
Oil,fuel,,+54 353 491 8631,,,,-32.424524,-63.2439303
Pizza Mía,fast food,,,,,,-32.4108178,-63.2403093
Restaurante Vincent,restaurant,Corrientes 550,,,,,-32.4156547,-63.248055
Shell,fuel,"San Luis 499, Villa María",+54 353 452 1107,,,,-32.4195734,-63.2453547
Shell,fuel,"Avenida Presidente Juan Domingo Perón 1002, Villa Maria",,,,,-32.4172914,-63.2296838
Shell,fuel,"Santa Fe 113, Villa María",+54 353 452 3820,,,,-32.41014,-63.24464
Estacion de Servicio Malvinas (Sol),fuel,,+54 353 491 9731,,,,-32.4392736,-63.2484944
Restaurant Tiro Federal,restaurant,"Enrique Gallo, Morteros",,,,,-30.7042938,-62.0107396
Taller Balbusso,car repair,,,,,,-30.9309137,-64.4981937
Despensa Alemax,convenience,,,,,,-30.9288845,-64.4992117
Parrilla Del Valle,restaurant,,,,,,-30.9276926,-64.5004574
Casa De Comidas,fast food,,,,,,-30.926174,-64.5007203
Restaurantes,restaurant,,,,,,-30.9361823,-64.4936124
Tragos,bar,,,,,,-30.936394,-64.4932477
Regionales,gift,,,,,,-30.9363434,-64.4933496
Cafetería Comedor,restaurant,,,,,,-30.923406,-64.5028218
Venta De Dulces,kiosk,,,,,,-30.9310794,-64.4978932
El Cruce,restaurant,,,,,,-31.31665,-64.4617854
DVDS Noanet,music,,,,,,-31.3157702,-64.4617827
El Pollaso,restaurant,,,,,,-31.3160039,-64.4621099
La Zendaya,restaurant,Antonio Del Viso,,,,,-31.3160108,-64.4635958
Videoclub,music,,,,,,-31.3139544,-64.4613253
Kiosco Florida,kiosk,,,,,,-31.3136909,-64.4612046
El Refugio,restaurant,,,,,,-31.313393,-64.4618993
Churros Express,bakery,,,,,,-31.345218,-64.4627703
Piaccere,convenience,,,,,,-31.3658737,-64.2792013
Ones,convenience,Avenida Mahatma Ghandi,,,,,-31.390069,-64.2696369
Trezzeri,bakery,"Avenida Mahatma Ghandi 314, Córdoba",,,,,-31.3857078,-64.2690742
Los Kane,bakery,,,,,,-31.3817662,-64.2694689
Alejandra,hairdresser,,,,,,-31.3818453,-64.269625
Lucho,butcher,Nicolás Mascardi,,,,,-31.3865253,-64.2755049
Don Bosco,pharmacy,Avenida Mahatma Ghandi,,,,,-31.3851331,-64.2690863
La 12,pub,,,,,,-30.7753742,-64.5443582
Almacén,convenience,,,,,,-30.9226593,-64.5351261
Gómez,convenience,,,,,,-30.7751878,-64.5443764
E&G Technology,electronics repair,Ruta Provincial E56,+54 3547 65 4709,,,,-31.8073207,-64.4035287
Carnicería Palacios,butcher,,,,,,-31.8251197,-64.3865268
Ferretería Corralón La Herradura,hardware,,+54 9 351 209-1711 / 351-2021629,,,,-31.8195762,-64.3927081
Parrilla Hueso´s,restaurant,Villa Giardino,,,,,-31.0509425,-64.4999482
Confitería La Terminal,restaurant,Villa Giardino,,,,,-31.0503213,-64.4991427
Mármoles Dinatale,tiles,Villa Giardino,,,,,-31.051077,-64.4983127
Conte Motos,motorcycle,,,,,,-31.4089549,-64.1826992
Comedor,deli,"Miguel Lillo, Córdoba",,,,,-31.3693466,-64.2620955
Dapsa,fuel,,,,,,-33.0410586,-63.5118038
Motorama,motorcycle,Avenida Cárcano,,,,,-31.4231238,-64.4956071
Colorshop,paint,,,,,,-31.7283829,-65.0056982
Becerra,supermarket,Avenida Ojo de Agua 356,,,,,-31.9800053,-64.5531476
Communication Partner SRL,oficina: company,,,,,,-31.4124535,-64.1732282
Bethel,yes,,,,,,-31.2251733,-64.3191459
Venta De Hielo,yes,,,,,,-31.3287899,-64.4529186
Manchester,clothes,,,,,,-31.0932746,-64.4820735
Disquería,music,,,,,,-31.0931506,-64.4819984
Bitácora Insumos,hifi,,,,,,-31.0937521,-64.4819338
Estampados,clothes,,,,,,-31.0932217,-64.4822772
Paseo Del Centro,clothes,,,,,,-31.0931329,-64.4823833
Del Super,pharmacy,,,,,,-31.092937,-64.4830123
El Pastorcito,bakery,Huerta Grande,,,,,-31.075856,-64.4926329
Revistas,kiosk,,,,,,-31.4149582,-64.1707771
Choripanes,kiosk,,,,,,-31.4146763,-64.1697372
Cafeto,cafe,,,,,,-31.3664707,-64.2189066
Parrilla,restaurant,,,,,,-31.0320421,-64.504654
Casa Blanca,restaurant,,,,,,-31.4388406,-64.1877888
Bar CEICIN,restaurant,,,,,,-31.4355706,-64.1939457
El Mirador,restaurant,,,,,,-32.0275477,-65.0065864
Complejo El Mirador,gift,,,,,,-30.9237867,-64.5065296
Peluquería Giorgio,hairdresser,"Igualdad 69, Córdoba",+543514229576,,,,-31.4077822,-64.1815722
Peperina,restaurant,,,,,,-32.0598531,-65.0368323
Gonzalez,supermarket,,,,,,-31.3113809,-64.4558402
Mi bella flor!!!,florist,Boulevard Chacabuco 555,,,,,-31.4240237,-64.182628
Tony,supermarket,,,,,,-31.4103906,-64.482252
El Candel,restaurant,,,,,,-31.4198924,-64.5040369
Cantina de la Pileta,kiosk,,,,,,-31.3998829,-64.4687434
Bar Chuña,bar,,,,,,-30.9627772,-64.5983673
Bar El Cristo,bar,,,,,,-30.977084,-64.4830587
Vivero Sequoia,garden centre,,,,,,-31.3254281,-64.4548591
Maja Morena Pizza,restaurant,,+54 3541 433434,,,,-31.4105158,-64.4824354
La Volanta,restaurant,,,,,,-31.4118918,-64.4844142
Farmaplus,pharmacy,,,,,,-31.4028823,-64.4712114
Fiona,supermarket,,,,,,-31.9865654,-64.5597812
Sarri,restaurant,,,,,,-31.9793241,-64.5542057
Garrido Fiambreria,convenience,,,,,,-31.9749839,-64.5588318
Farmacia Calamuchita,pharmacy,,,,,,-31.977431,-64.5594147
Terbonati,pharmacy,,,,,,-31.9798949,-64.5598999
Nervegna,pharmacy,,,,,,-31.9815444,-64.5606975
Cerrajeria Cerro,hardware,,,,,,-31.3862102,-64.2301638
YPF,fuel,Monte Cristo,,,,,-31.3441318,-63.9397428
Shell Santa Albina,fuel,Avenida General Manuel Savio,,,,,-31.4606189,-64.1094912
Parrilla Restaurante,restaurant,,,,,,-31.6495981,-64.4570233
Axion,fuel,"Buenos Aires 720, General Deheza",+54 9 358 485 8740,,,,-32.7587874,-63.7980504
Shell,fuel,"Avenida San Martín 932, General Cabrera",+54 358 493 0313,,,,-32.8106627,-63.8740873
YPF,fuel,"Tucumán, General Cabrera",+54 358 493 0326,,,,-32.8139156,-63.8794786
YPF,fuel,"Ruta Nacional 9 Km 783, Villa del Totoral",+54 3524 47 1711,,,,-30.7064565,-64.0552977
Super Mercado Alem,supermarket,,,,,,-30.424751,-64.3441765
Aries,pharmacy,Avenida Colón 3239,+54 351 480 3204,,,,-31.4016472,-64.2232917
Aries II,kiosk,Avenida Colón 2406,+54 351 487 6044,,,,-31.4043902,-64.2138503
Don Luis,fuel,,,,,,-32.4426479,-63.7141111
Rigoletto,bar,,,,,,-32.4146554,-63.2417503
Bar Argentino,bar,,,,,,-32.4112194,-63.243616
Isabel de la Cruz,bar,,,,,,-32.4113681,-63.2434669
CPF Motos,motorcycle,,,,,,-33.1288537,-64.3488466
Amalio Orazzi Neumaticos,tyres,,+54 353 496 0870,,,,-32.4344039,-63.7267709
Forcor S.A.,car,,,,,,-32.4302172,-63.7312544
Gomería Altamirano,tyres,,+54 353 496 0030,,,,-32.4233328,-63.7426327
Parrila Rancho W,restaurant,,,,,,-32.43126,-63.7318103
Dondo Restobar,restaurant,,,,,,-32.4275688,-63.7328737
La Barra,bar,,,,,,-32.426928,-63.7335655
Tabac,restaurant,,,,,,-32.4275496,-63.7341984
Weekend,restaurant,,,,,,-32.428388,-63.7340871
Almacor,supermarket,,,,,,-32.4272369,-63.730064
Dia,supermarket,,,,,,-32.4260425,-63.7385014
La Vencedora,supermarket,,,,,,-32.4272922,-63.7368699
Rhasa,fuel,,,,,,-30.9839979,-64.4923233
De Gasperi,pharmacy,La Cumbre,,,,,-30.9830761,-64.4927176
La Casona Del Toboso,restaurant,,,,,,-30.9837265,-64.4922179
Rhapsody,restaurant,,,,,,-30.9852335,-64.4911596
The Owl,restaurant,,,,,,-30.9847195,-64.4915684
Palermo,cafe,,,,,,-30.9825816,-64.4936578
La Recova,cafe,,,,,,-30.9826698,-64.492225
Clínica Privada La Cumbre,clinic,,,,,,-30.9848153,-64.4901122
Ala Pampa,pub,,,,,,-30.9919193,-64.5384486
Dani Cheff,cafe,,,,,,-30.9823031,-64.4936769
Alcudia,restaurant,,,,,,-30.9829068,-64.4926685
Abraham,pharmacy,La Cumbre,,,,,-30.9814367,-64.4909878
Ferretería 9 de Julio,hardware,,,,,,-30.9821599,-64.4902007
Supermercado Only,supermarket,,,,,,-30.9777826,-64.4889466
Rivadavia,pharmacy,La Cumbre,,,,,-30.9815371,-64.492911
El Potrerillo,pharmacy,,,,,,-30.9784264,-64.4889022
Pub El Paso,pub,,,,,,-30.9747973,-64.4840461
CTC,oficina: government,Sarmiento 24,,,,,-31.7975127,-65.0019615
San José,supermarket,,,,,,-30.4247022,-64.3515703
CorDiez,supermarket,,,,,,-30.4251371,-64.3515085
Delfin,supermarket,,,,,,-30.42232,-64.3531072
Parrilada de Yiyo,restaurant,,,,,,-30.426043,-64.3403388
Parrilada Vicentico,restaurant,,,,,,-30.4240879,-64.3418896
Parrillada Fiorello,restaurant,,,,,,-30.4278639,-64.3388056
Dean Funes,pharmacy,,,,,,-30.4243045,-64.352281
San Jorge de los Cielos,pharmacy,,,,,,-30.4236182,-64.3515769
Muiños,pharmacy,,,,,,-30.4235782,-64.3511545
Bar Tabi,cafe,,,,,,-30.4245172,-64.3529448
Catedral,supermarket,,,,,,-30.4258067,-64.3526096
Soma,restaurant,,,,,,-30.8592781,-64.5212855
Enerja,fuel,,,,,,-31.3455781,-65.0798571
Lo de Francisco,restaurant,,,,,,-31.3456798,-65.0805335
Despensa,convenience,,,,,,-31.3455815,-65.080497
El Profeta,restaurant,,,,,,-31.3465761,-65.0795329
Taninga Automotores,car,,,,,,-31.3456119,-65.079197
Taller de motos,car repair,,,,,,-31.345822,-65.0792403
Maderas Taninga,convenience,,,,,,-31.3452706,-65.0791836
Prego Cremas Heladas y Chocolatería,ice cream,,,,,,-32.4027827,-63.2441467
Bionat Mercado Natural,health food,Bv. España 663,+54 353 406 3868,,,,-32.402126,-63.2447025
Autoservicio Dequino,supermarket,Boulevard Vélez Sarsfield 1552,,,,,-32.4010571,-63.2442572
Súper Chino,supermarket,Periodistas Argentinos 626,,,,,-32.41355,-63.2323104
El Gran Prix,car wash,,,,,,-32.4118968,-63.2401159
Lavadero Centro,car wash,,,,,,-32.4147273,-63.2375892
Cooperativa de Trabajo Juvenil Nuevo Sol Limitada,car wash,Boulevard Vélez Sarsfield,+54 353 461 8617,,,,-32.4051446,-63.2509891
El Dorado,seafood,Entre Ríos 1469,,,,,-32.4104206,-63.2377904
Coronados,cafe,"Entre Ríos, Villa María",,,,,-32.4110463,-63.2382223
O'Clock Uniformes,clothes,Entre Ríos,,,,,-32.4118274,-63.2395999
Vetro S.A.,glaziery,Entre Ríos 1293,,,,,-32.4117428,-63.2398262
La Torre,bar,,,,,,-32.4106868,-63.2423894
Administración Federal de Ingresos Públicos,oficina: government,,,,,,-32.4085651,-63.2439071
Dirección General de Rentas,oficina: government,,,,,,-32.4103958,-63.2423212
NB Joyería y Relojería,jewelry,San Martín 89,,,,,-32.4119504,-63.2426725
Expolibro,books,"General Paz 257, Villa María",,,,,-32.4087382,-63.2457975
Mega Compras,supermarket,,,,,,-32.4091004,-63.2563002
Mi Lugar,restaurant,"Olmos 1454, Mina Clavero",+54 9 3544 57 0032,,,,-31.7267335,-65.0002686
GPS MUNDO,electronics,,,,,,-31.3612054,-64.2020472
Guardia E.P.E.C.,electrician,,,,,,-32.4072484,-63.2510533
Dalas,ice cream,,,,,,-32.4213873,-63.246153
El Corte,butcher,Avenida General Belgrano 659,+549351267517;+5493513151631,,elcorte.carnesyvinos,,-31.0629035,-64.3008672
Mi Rincon,restaurant,,+54 3525 49-3276,,,,-31.0694792,-64.2994658
Alcorta,restaurant,,,,,,-31.4101027,-64.1904319
La Mamma,restaurant,"Avenida Figueroa Alcorta 270, Córdoba",,,,,-31.4104145,-64.1905452
Las Chilcas,restaurant,,,,,,-31.4105677,-64.1905956
Grido,ice cream,"Avenida Elpidio Gonzáles 86, Villa María",+54 353 453 7290,,,,-32.4153556,-63.2597379
