nombre,rubro,direccion,telefono,email,instagram,facebook,lat,lon
Catalina Calzados,shoemaker,Avenida Menéndez Pidal 4048,+5493515595779,catalinacalzados@outlook.com.ar,,,-31.3814905,-64.2405357
CORSAN,hardware,Justo J. Magnasco 40,+54 3571 414141,corsan@riotel.com.ar,,https://www.facebook.com/corsanrio3/,-32.1734121,-64.1088963
Nacho's Indumentaria,clothes,San Juan 707,4611975,Nacho_r94@hotmail.com,,,-32.4106616,-63.2498243
Médica Veterinaria Ingrid C. Kallenbach,veterinary,,+54 3547 57 0300,fisiovet@yahoo.com,,,-31.8253593,-64.3874766
Farmacia Pedernera,pharmacy,Duarte Quirós 2252,+5493518189594,pedernerafarmacia@gmail.com,,,-31.4099294,-64.2141029
Villa Incor,supermarket,Calle 5 esq. CALLE 8,0543546421799,supervillaincor@hotmail.com,,,-32.0784344,-64.5359575
Club Deportivo Municipal,sports,Bartolomé Mitre 68,+54 3585 42 1053,secretaria_cdm@amaria.com.ar,,,-33.6308499,-64.0203743
Virmanic SA,oficina: company,Avenida de Circunvalación Agustín Tosco,,jvalles@virmanicsa.com,,,-31.4672839,-64.1836804
Virmanic SA,oficina: company,,,jvalles@virmanicsa.com,,,-31.4673176,-64.1837262
Bar EL Vado,pub,,+54 03548 50-3263,cecislopez5@gmail.com,,,-30.8510658,-64.6493456
Librería Blackpool,books,,+54 351 423 7172,blackpool@arnet.com.ar,,,-31.4144573,-64.1893853
AGROPLANT SA,oficina: company,"Ruta 19 312,5",+54 351 491 8633,info@agroplant.com.ar,,,-31.3420778,-63.933443
Gaviglio,pharmacy,9 de Julio 760,+54 3573 48 0232,me.gaviglio@alladio.com.ar,,,-31.6479266,-63.3465084
Agrícola Elvio Richetta,agrarian,"Avenida San Martín 1437, General Cabrera",,gerencia@agricolaerichetta.com.ar,,,-32.8066534,-63.8689257
Bambucor,gift,San Pablo 007,+54 351 771 3864,ecoimagenes4@gmail.com,,,-31.3158995,-64.505765
TPV,oficina: ngo,25 de Mayo,,pezpic3@gmail.com,,,-31.0267977,-63.3425248
Centro De Salud Municipal Manfredi,doctors,"Avenida 8 de Septiembre 107, Manfredi",+54 3572 493024,munmanfredi@yahoo.com.ar,,,-31.8461606,-63.7468659
Kontio equipamientos,car repair,Avenida San Martín 2086,+54 3541 52 1683,kontioequipamientos@gmail.com,,,-31.4041285,-64.4730737
Clínica Privada Pasteur,clinic,"25 de Mayo 646, Pilar",+54 3572 470155,clinicapasteursrl@gmail.com,,,-31.6781401,-63.8815029
Dispensario Comunal Municipal Colonia Valtelina,doctors,"25 De Mayo, Colonia Valtelina",+54 3562 495911,comunacoloniavaltelina@gmail.com,,,-31.0519523,-62.2354247
Crustáceo Cascarudo,fast food,Ituzaingó 1450,+54 3549 55 0771,gaitanrata@gmail.com,,,-30.8476562,-65.0125889
The Pet house,veterinary,"Larrea 806, San Francisco",+5493564565927,arseniorenon@gmail.com,,,-31.4364081,-62.0935387
Las 2 Hermanas,books,Damián Osorio 318,4769445,librerialasdoshermanas@gmail.com,,,-31.3668863,-64.1995056
Consultoría Ambiental,oficina: consulting,"Colombia 299, Villa Maria",+54 353 421 1528,luchopiccatto@gmail.com,,,-32.4088301,-63.2590508
Imprenta Arguello,printing,"Avenida Donato Álvarez 7437, Córdoba",+54 351 704-7618,laimprenta.arguello@gmail.com,,https://www.facebook.com/Imprenta.Arguello,-31.3359586,-64.2619308
Motta SRL,motorcycle,"Boulevard Hipólito Yrigoyen 936, Morteros",+54 3562 40 2468,mottasrl@yahoo.con.ar,,,-30.7123596,-62.0043208
Autopartes Righero,car parts,"Independencia 1229, San Francisco",+54 3564 42-1976;+54 3564 66-8206,rubenrighero@gmail.com,,Autopartes-Righero-100240974874879,-31.4267655,-62.0792525
Sanidad Urbana,pest control,Caudillos Federales 1750,0353 4221516  0353 4534094,sanidadurbana@hab.com.ar,,SanidadUrbanaVM,-32.423584,-63.2180595
Sabena Viajes,oficina: travel agent,Avenida General Paz 185,+54 3541 43 0873,informacion@sabenaviajes.com,,,-31.4215364,-64.4974028
SFcostura,tailor,Luis R. García 1341,+54 351 277 0917,sfcostura@gmail.com,,,-31.1563127,-63.394971
Carpintería Salazar,furniture,"Avenida Rivadavia 40, Laborde",+54 9 3537 55 6910,carpinteriasalazarsrl@gmail.com,,https://www.facebook.com/carpinteria.salazarsrl.39?mibextid=ZbWKwL,-33.1570208,-62.851828
UNO DRUGSTORE,books,"Sarmiento 385, Laborde",+54 3537 55 0781,DANIELATULZA@HOTMAIL.COM,,,-33.1544981,-62.8564234
"Mauro, Taller Integral",car repair,Miguel de Cervantes 730,+54 351 662 2917,mauro_d_v@hotmail.com,,,-31.3619984,-64.3444681
Riherco,trade,"Intendente de Buono, Río Tercero",+54 3571 425050,administracion@riherco.com.ar,,https://www.facebook.com/rihercosociedadanonima/,-32.1691754,-64.111343
La Mora,veterinary,"Justo J. Magnasco 228, Río Tercero",+54 3571 645600,veterinarialamora@hotmail.com,,https://www.facebook.com/people/Veterinaria-La-Mora/100064159381854/,-32.1747543,-64.1070392
Hospital Veterinario Córdoba,veterinary,Fructuoso Rivera 35,+54 351 703-3000,hospitalveterinariocba@gmail.com,https://www.instagram.com/hospitalveterinario.cba,,-31.4266619,-64.1889951
Cristina López,oficina: estate agent,,,serviciosimmobiliarioslopez@hotmail.com,,,-31.0077434,-64.2666105
Héctor Permuto,oficina: estate agent,,+54 3525 49 4383,hectorpermuto@gmail.com,,,-31.0665855,-64.300552
Grafix,oficina: graphic design,,+54 3543 31-2021,grafix2.0sc@gmail.com,,,-31.1352803,-64.2962876
Centro de Investigaciones y Estudios sobre Cultura y Sociedad (CIECS),oficina: educational institution,,,secretariaciecs@gmail.com,,,-31.4375019,-64.1853231
AV Herreria,blacksmith,,+54 351 643 4851,agustovega51@gmail.com,herreria_av_,,-31.0613426,-64.306527
Herrería Mid,blacksmith,,+54 351 682 0151,dassolucionesmetalicas@gmail.com,herreria_mid,,-31.0641105,-64.3025526
ITV Arroyito,car repair,"Juan Bautista Alberdi 462, Arroyito","+54 3576 452 311, 5441815",vialmaxsrl@hotmail.com,,,-31.4232936,-63.0422393
Paperino,motorcycle,"Juan Bautista Alberdi 1775, Pilar",+54 3572 47-2000,paperinoautomotores@hotmail.com.ar,,https://www.facebook.com/paperinoautomotores/,-31.6741337,-63.8863922
Vivero Municipal,garden centre,Las Retamas,,viveroalpacorral@outlook.es,,,-32.6940051,-64.7187315
Tximitxurri Arroceria & Resto,restaurant,Av. Gral. José Garibaldi 837,+54 358 431 4814,tximitxurrirestaurante@gmail.com,@tximitxurri.restaurante,,-33.0966985,-64.3455269
